FF 999; FL 124; FR 999; LL  95; RR 157; ER      10205; EL     11183
F1 999; FL 115; FR 999; LL  85; RR 161; ER      10273; EL     11245
FF 999; FL 109; FR 999; LL  91; RR 167; ER      10338; EL     11302
FF 999; FL 104; FR 999; LL  76; RR 172; ER      10328; EL     11351
FF 168; FL  90; FR 999; LL  92; RR 186; ER      10292; EL     11381
FF 120; FL  79; FR 999; LL  95; RR 217; ER      10343; EL     11429
FF 107; FL  66; FR 999; LL  90; RR 220; ER      10412; EL     11493
FF  81; FL  52; FR 999; LL  63; RR 225; ER      10475; EL     11550
FF  75; FL  46; FR 999; LL  68; RR 235; ER      10530; EL     11543
FF  96; FL  55; FR 999; LL  50; RR 226; ER      10580; EL     11521
FF 999; FL  68; FR 999; LL  41; RR 211; ER      10587; EL     11524
FF 999; FL  73; FR 999; LL  41; RR 205; ER      10587; EL     11524
FF 999; FL  70; FR 999; LL  37; RR 205; ER      10624; EL     11503
FF 999; FL  96; FR 999; LL  40; RR 202; ER      10677; EL     11480
FF 999; FL 152; FR 209; LL  44; RR 212; ER      10733; EL     11526
FF 999; FL 999; FR 201; LL  51; RR 208; ER      10800; EL     11586
FF 999; FL 999; FR 196; LL  57; RR 203; ER      10862; EL     11642
FF 999; FL 999; FR 183; LL  66; RR 188; ER      10928; EL     11646
FF 999; FL 999; FR 164; LL  80; RR 211; ER      10990; EL     11645
FF 999; FL 999; FR 147; LL 328; RR 229; ER      11046; EL     11692
FF 999; FL 999; FR 134; LL 335; RR 218; ER      11109; EL     11752
FF 999; FL 999; FR 117; LL 346; RR 198; ER      11173; EL     11753
FF 999; FL 999; FR 111; LL 999; RR 999; ER      11236; EL     11737
FF  95; FL 999; FR 117; LL 999; RR 999; ER      11297; EL     11782
FF  76; FL 999; FR  97; LL 999; RR 999; ER      11360; EL     11838
FF  52; FL 999; FR  75; LL 999; RR 999; ER      11426; EL     11897
FF  29; FL 999; FR  45; LL 999; RR 999; ER      11487; EL     11887
FF  29; FL  54; FR  56; LL 999; RR 999; ER      11537; EL     11862
FF  38; FL  45; FR  92; LL 999; RR 999; ER      11542; EL     11863
FF  36; FL  48; FR  93; LL 999; RR 999; ER      11542; EL     11863
FF  35; FL  49; FR  97; LL 999; RR 999; ER      11542; EL     11863
FF  37; FL  51; FR 101; LL 999; RR 999; ER      11542; EL     11863
FF  35; FL  50; FR  98; LL 999; RR 999; ER      11542; EL     11863
FF  34; FL  49; FR  98; LL 999; RR 999; ER      11542; EL     11863
FF  36; FL  48; FR  95; LL 999; RR 999; ER      11542; EL     11863
FF  36; FL  47; FR  95; LL 999; RR 999; ER      11542; EL     11863
FF  36; FL  47; FR  95; LL 999; RR 999; ER      11542; EL     11863
FF  34; FL  50; FR  97; LL 999; RR 999; ER      11542; EL     11863

